,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
693,24509,942,16841,2018,,<ol>  <li>Anslagsposten ska finansiera en satsning på 8 000 000 kronor på hållbara textilier i enlighet med vad som föreslogs i budgetpropositionen för 2018. Dessa medel får användas först efter särskilt beslut av regeringen.</li>  <li>Högst 15 000 000 kronor av anslagsposten får användas för att finansiera en analysfunktion i enlighet med vad som föreslogs i budgetpropositionen för 2017.</li>  </ol>,Miljö- och energidepartementet,"Myndighet Forskningsrådet för miljö, areella näringar och samhällsbyggande",20,Allmän miljö- och naturvård,20 02 001,2018,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",1,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Förvaltningskostnader",,,2:1 ap.1,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",93509000,Dessa medel får användas först efter särskilt beslut av regeringen.,1,,,
694,24510,942,16841,2018,*Listpunkt:* Anslagsposten får användas för kostnader för Klimatpolitiska rådet.,<ol>  <li>Anslagsposten ska finansiera en satsning på 8 000 000 kronor på hållbara textilier i enlighet med vad som föreslogs i budgetpropositionen för 2018. Dessa medel får användas först efter särskilt beslut av regeringen.</li>  <li>Högst 15 000 000 kronor av anslagsposten får användas för att finansiera en analysfunktion i enlighet med vad som föreslogs i budgetpropositionen för 2017.</li>  </ol>,Miljö- och energidepartementet,"Myndighet Forskningsrådet för miljö, areella näringar och samhällsbyggande",20,Allmän miljö- och naturvård,20 02 001,2018,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",1,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Förvaltningskostnader",,,2:1 ap.1,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",93509000,Anslagsposten får användas för kostnader för Klimatpolitiska rådet. Högst 15 000 000 kronor av anslagsposten får användas för att finansiera en analysfunktion i enlighet med vad som föreslogs i budgetpropositionen för 2017. .,0,,,
695,41854,1595,28091,2014,,Anslagsposten får belastas med högst 1 828 498 000 kronor.,Utbildningsdepartementet,Myndighet Myndigheten för yrkeshögskolan,16,Utbildning och universitetsforskning,16 01 014,2014,Statligt stöd till vuxenutbildning,11,Statligt stöd för yrkeshögskoleutbildning m.m.,,,1:14 ap.11,Myndigheten för yrkeshögskolan,1832498000,Anslagsposten får belastas med högst 1 828 498 000 kronor.,1,,,
696,54415,2002,36896,2011,,"1. Anslagsposten får användas för utgifter i samband med administration, information och utvärdering av klimatinvesteringsprogrammen och de lokala investeringsprogrammen för ekologisk hållbarhet.",Miljödepartementet,Myndighet Naturvårdsverket,20,Allmän miljö- och naturvård,20 34 10,2008,Stöd till klimatinvesteringar,2,Administration och information,,,34:10 ap.2,Naturvårdsverket,0,"Anslagsposten får användas för utgifter i samband med administration, information och utvärdering av klimatinvesteringsprogrammen och de lokala investeringsprogrammen för ekologisk hållbarhet.",0,,,
697,55602,2249,37692,2010,,Länsstyrelsen i Västra Götalands län ska med 6 945 000 kronor  finansiera förvaltningskostnader hos Västra Götalands läns landsting. Medlen ska betalas ut med en tolftedel per månad.,Finansdepartementet,Myndighet länsstyrelserna,1,Rikets styrelse,01 05 001,2010,Länsstyrelserna m.m.,12,Västra Götalands län,,,5:1 ap.12,Länsstyrelsen i Västra Götalands län,280747000,Länsstyrelsen i Västra Götalands län ska med 6 945 000 kronor  finansiera förvaltningskostnader hos Västra Götalands läns landsting.,0,,,
698,55603,2249,37692,2010,,Länsstyrelsen i Västra Götalands län ska med 6 945 000 kronor  finansiera förvaltningskostnader hos Västra Götalands läns landsting. Medlen ska betalas ut med en tolftedel per månad.,Finansdepartementet,Myndighet länsstyrelserna,1,Rikets styrelse,01 05 001,2010,Länsstyrelserna m.m.,12,Västra Götalands län,,,5:1 ap.12,Länsstyrelsen i Västra Götalands län,280747000,Medlen ska betalas ut med en tolftedel per månad.,1,,,
699,4033,169,2708,2022,,Anslaget får även användas för bidragsgivning till enskilda regionala arkiv.,Kulturdepartementet,Myndighet Statens kulturråd,17,"Kultur, medier, trossamfund och fritid",17 01 006,2022,Bidrag till regional kulturverksamhet,5,Bidrag till regional arkivverksamhet,,,1:6 ap.5,Riksarkivet,557000,Anslaget får även användas för bidragsgivning till enskilda regionala arkiv.,0,,,
700,8382,328,5309,2021,,Anslagsposten får användas för korta kurser som riktar sig till personer med tidigare arbetslivserfarenhet.,Utbildningsdepartementet,Myndighet Luleå tekniska universitet,16,Utbildning och universitetsforskning,16 02 065,2021,Särskilda medel till universitet och högskolor,51,Korta kurser för yrkesverksamma,,,2:65 ap.51,Luleå tekniska universitet,717000,Anslagsposten får användas för korta kurser som riktar sig till personer med tidigare arbetslivserfarenhet.,0,,,
701,30219,1168,20543,2016,,Länsstyrelsen i Värmlands län ska med 2 344 000 kronor finansiera förvaltningskostnader hos samverkansorganet i Värmlands län. Medlen ska betalas ut med en tolftedel per månad.,Finansdepartementet,Myndighet länsstyrelserna,1,Rikets styrelse,01 05 001,2016,Länsstyrelserna m.m.,13,Värmlands län,,,5:1 ap.13,Länsstyrelsen i Värmlands län,100310000,Länsstyrelsen i Värmlands län ska med 2 344 000 kronor finansiera förvaltningskostnader hos samverkansorganet i Värmlands län.,0,,,
702,30220,1168,20543,2016,,Länsstyrelsen i Värmlands län ska med 2 344 000 kronor finansiera förvaltningskostnader hos samverkansorganet i Värmlands län. Medlen ska betalas ut med en tolftedel per månad.,Finansdepartementet,Myndighet länsstyrelserna,1,Rikets styrelse,01 05 001,2016,Länsstyrelserna m.m.,13,Värmlands län,,,5:1 ap.13,Länsstyrelsen i Värmlands län,100310000,Medlen ska betalas ut med en tolftedel per månad.,1,,,
703,30418,1191,20703,2016,*Listpunkt:* 3 § lagen (1958:642) om blodundersökning m.m. vid utredning av faderskap .,"<ul>  <li>19 § lagen (1973:188) om arrendenämnder och hyresnämnder</li>  <li>19 § förordningen (1992:289) om särskild personutredning i brottmål, m.m.</li>  </ul>  <em>Utgifter för parter</em>",Justitiedepartementet,Myndighet Sveriges Domstolar,4,Rättsväsendet,04 01 012,2016,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,1:12 ap.1,Domstolsverket,2338657000,3 § lagen (1958:642) om blodundersökning m.m. vid utredning av faderskap . 19 § lagen (1973:188) om arrendenämnder och hyresnämnder .,2,,,
704,30419,1191,20703,2016,*Listpunkt:* 3 § lagen (1958:642) om blodundersökning m.m. vid utredning av faderskap .,"<ul>  <li>19 § lagen (1973:188) om arrendenämnder och hyresnämnder</li>  <li>19 § förordningen (1992:289) om särskild personutredning i brottmål, m.m.</li>  </ul>  <em>Utgifter för parter</em>",Justitiedepartementet,Myndighet Sveriges Domstolar,4,Rättsväsendet,04 01 012,2016,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,1:12 ap.1,Domstolsverket,2338657000,"3 § lagen (1958:642) om blodundersökning m.m. vid utredning av faderskap . 19 § förordningen (1992:289) om särskild personutredning i brottmål, m.m. .",2,,,
705,30450,1149,20723,2016,,2. Från anslaget får högst 15 000 000 kronor användas för bidrag till organisationer som avses i 1 § förordningen (2002:954) om statsbidrag till vissa organisationer inom kriminalvårdens område.,Justitiedepartementet,Myndighet Kriminalvården,4,Rättsväsendet,04 01 006,2016,Kriminalvården,1,Kriminalvården,,,1:6 ap.1,Kriminalvården,8120000000,Från anslaget får högst 15 000 000 kronor användas för bidrag till organisationer som avses i 1 § förordningen (2002:954) om statsbidrag till vissa organisationer inom kriminalvårdens område.,0,,,
706,66758,2766,46992,2008,,För att fullgöra statens betalningsåtaganden har Riksgäldskontoret rätt att överskrida anslaget.,Finansdepartementet,Myndighet Riksgäldskontoret,26,Statsskuldsräntor m.m.,26 92 01,2008,Räntor på statsskulden,1,Räntor på statsskulden,,,92:1 ap.1,Riksgäldskontoret,40587000000,För att fullgöra statens betalningsåtaganden har Riksgäldskontoret rätt att överskrida anslaget.,0,,,
707,37537,1440,25364,2015,,Anslagsposten ska användas enligt förordningen (1976:528) om bidrag till konstnärer.,Kulturdepartementet,Myndighet Konstnärsnämnden,17,"Kultur, medier, trossamfund och fritid",17 05 002,2015,Ersättningar och bidrag till konstnärer,9,"Bidrag till författare, översättare, kulturjournalister och dramatiker",,,5:2 ap.9,Konstnärsnämnden,6216000,Anslagsposten ska användas enligt förordningen (1976:528) om bidrag till konstnärer.,0,,,
708,62925,2561,43514,2009,,Nutek får använda högst 8 100 000 kronor för de uppgifter som från och med 2007 tillfördes Nutek i egenskap av förvaltande och attesterande myndighet för de åtta regionala strukturfondsprogrammen 2007 - 2013.,Näringsdepartementet,Myndighet Verket för näringslivsutveckling,24,Näringsliv,24 01 004,2009,Verket för Näringslivsutveckling: Förvaltningskostnader,1,Verket för Näringslivsutveckling: Förvaltningskostnader,,,1:4 ap.1,Verket för näringslivsutveckling,91500000,Nutek får använda högst 8 100 000 kronor för de uppgifter som från och med 2007 tillfördes Nutek i egenskap av förvaltande och attesterande myndighet för de åtta regionala strukturfondsprogrammen 2007 - 2013.,0,,,
709,39028,1525,26396,2014,,Därtill disponeras anslagsposten för utbetalning av räntor avseende de ovan angivna förmånerna.,Socialdepartementet,Myndighet Statens tjänstepensionsverk,2,Samhällsekonomi och finansförvaltning,02 01 005,2014,Statliga tjänstepensioner m.m.,7,Statliga tjänstepensioner m.m.,,,1:5 ap.7,Statens tjänstepensionsverk,11764000000,Därtill disponeras anslagsposten för utbetalning av räntor avseende de ovan angivna förmånerna.,0,,,
710,11256,421,7353,2020,,1. Skadestånd eller annan ersättning till motpart i mål eller ärenden inom eller utom rättegång.,Justitiedepartementet,Myndighet Justitiekanslern,4,Rättsväsendet,04 01 013,2020,Kostnader för vissa skaderegleringar m.m.,1,Kostnader för vissa skaderegleringar m.m.,,,1:13 ap.1,Justitiekanslern,39987000,Skadestånd eller annan ersättning till motpart i mål eller ärenden inom eller utom rättegång.,1,,,
711,59090,2405,40359,2010,,12. Jordbruksverket ska betala totalt 167 000 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift för Rakel. Beloppet ska betalas efter fakturering från MSB.,Jordbruksdepartementet,Myndighet Statens jordbruksverk,23,"Areella näringar, landsbygd och livsmedel",23 01 009,2010,Statens jordbruksverk,1,Förvaltningskostnader,,,1:9 ap.1,Statens jordbruksverk,408889000,Jordbruksverket ska betala totalt 167 000 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift för Rakel.,0,,,
712,59091,2405,40359,2010,,12. Jordbruksverket ska betala totalt 167 000 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift för Rakel. Beloppet ska betalas efter fakturering från MSB.,Jordbruksdepartementet,Myndighet Statens jordbruksverk,23,"Areella näringar, landsbygd och livsmedel",23 01 009,2010,Statens jordbruksverk,1,Förvaltningskostnader,,,1:9 ap.1,Statens jordbruksverk,408889000,Beloppet ska betalas efter fakturering från MSB.,1,,,
713,51913,2082,34895,2011,,Efter beslut från Domstolsverket får medel avseende utgifter för offentligt försvar disponeras av de allmänna domstolarna.,Justitiedepartementet,Myndighet Sveriges Domstolar,4,Rättsväsendet,04 01 012,2011,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,1:12 ap.1,Domstolsverket,1725657000,Efter beslut från Domstolsverket får medel avseende utgifter för offentligt försvar disponeras av de allmänna domstolarna.,0,,,
714,62224,2572,43026,2009,,Anslagsposten får användas för Energimyndighetens arbete med av regeringen ingångna bilaterala samarbetsavtal inom energiområdet.,Näringsdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 005,2009,Energiforskning,9,Bilaterala avtal om energiforskning m.m.,,,1:5 ap.9,Statens energimyndighet,15000000,Anslagsposten får användas för Energimyndighetens arbete med av regeringen ingångna bilaterala samarbetsavtal inom energiområdet.,0,,,
715,2375,108,1487,2022,,1. Anslagsbeloppet får användas till delfinansiering av nödvändiga administrationskostnader som Alfa-kassan har för handläggningen av grundförsäkringen enligt lagen (1997:238) om arbetslöshetsförsäkring och lagen (1997:239) om arbetslöshetskassor för dem som inte är anslutna till Alfa-kassan och inte är medlemmar i en annan arbetslöshetskassa.,Arbetsmarknadsdepartementet,Myndighet Inspektionen för arbetslöshetsförsäkringen,14,Arbetsmarknad och arbetsliv,14 01 010,2022,Bidrag till administration av grundbeloppet,3,Bidrag till utbetalning av grundbeloppet,,,1:10 ap.3,Inspektionen för arbetslöshetsförsäkringen,59168000,Anslagsbeloppet får användas till delfinansiering av nödvändiga administrationskostnader som Alfa-kassan har för handläggningen av grundförsäkringen enligt lagen (1997:238) om arbetslöshetsförsäkring och lagen (1997:239) om arbetslöshetskassor för dem som inte är anslutna till Alfa-kassan och inte är medlemmar i en annan arbetslöshetskassa.,0,,,
716,6492,260,4192,2021,,Åklagarmyndigheten kan ställa personal till förfogande för insatser inom ramen för FN om möjlighet ges. Inriktningen ska samrådas med Regeringskansliet (Justitiedepartementet och Utrikesdepartementet).,Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2021,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,187500000,Åklagarmyndigheten kan ställa personal till förfogande för insatser inom ramen för FN om möjlighet ges.,0,,,
717,6493,260,4192,2021,,Åklagarmyndigheten kan ställa personal till förfogande för insatser inom ramen för FN om möjlighet ges. Inriktningen ska samrådas med Regeringskansliet (Justitiedepartementet och Utrikesdepartementet).,Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2021,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,187500000,Inriktningen ska samrådas med Regeringskansliet (Justitiedepartementet och Utrikesdepartementet).,0,,,
718,58784,2226,40188,2010,,"c) stå för kostnader vilka omfattar redovisning av markanvändning, riksintressen och marker som är speciellt värdefulla eller känsliga för renskötseln, natur- och kulturmiljövården. Härutöver får medel användas för andra kostnader för staten som uppkommer till följd av redovisningen av arbetsuppgifter under denna punkt,",Jordbruksdepartementet,Myndighet Sametinget,23,"Areella näringar, landsbygd och livsmedel",23 01 028,2010,Främjande av rennäringen m.m.,2,Främjande av rennäringen,,,1:28 ap.2,Sametinget,106705000,"c) stå för kostnader vilka omfattar redovisning av markanvändning, riksintressen och marker som är speciellt värdefulla eller känsliga för renskötseln, natur- och kulturmiljövården.",2,,,
719,58785,2226,40188,2010,,"c) stå för kostnader vilka omfattar redovisning av markanvändning, riksintressen och marker som är speciellt värdefulla eller känsliga för renskötseln, natur- och kulturmiljövården. Härutöver får medel användas för andra kostnader för staten som uppkommer till följd av redovisningen av arbetsuppgifter under denna punkt,",Jordbruksdepartementet,Myndighet Sametinget,23,"Areella näringar, landsbygd och livsmedel",23 01 028,2010,Främjande av rennäringen m.m.,2,Främjande av rennäringen,,,1:28 ap.2,Sametinget,106705000,"Härutöver får medel användas för andra kostnader för staten som uppkommer till följd av redovisningen av arbetsuppgifter under denna punkt,",0,,,
720,5763,243,3692,2021,,Anslaget får användas för Riksrevisionens förvaltningsutgifter utom för Riksrevisionens internationella utvecklingssamarbete som finansieras inom utgiftsområde 7 Internationellt bistånd.,Riksdagen och dess verk m.m.,Myndighet Riksrevisionen,1,Rikets styrelse,01 02 005,2021,Riksrevisionen,1,Riksrevisionen,,,2:5 ap.1,Riksrevisionen,352358000,Anslaget får användas för Riksrevisionens förvaltningsutgifter utom för Riksrevisionens internationella utvecklingssamarbete som finansieras inom utgiftsområde 7 Internationellt bistånd.,0,,,
721,23704,897,16338,2018,,Uppsala universitet bemyndigas med anledning av medlemskapet i The Guild of European Research-Intensive Universities att besluta om medlemsavgift på högst 450 000 kronor per år under 2016–2018 (i enlighet med beslut om höständringsbudget 2016).,Utbildningsdepartementet,Myndighet Uppsala universitet,16,Utbildning och universitetsforskning,16 02 004,2018,Uppsala universitet: Forskning och utbildning på forskarnivå,6,Basresurs,,,2:4 ap.6,Uppsala universitet,2114480000,Uppsala universitet bemyndigas med anledning av medlemskapet i The Guild of European Research-Intensive Universities att besluta om medlemsavgift på högst 450 000 kronor per år under 2016–2018 (i enlighet med beslut om höständringsbudget 2016).,0,,,
722,72140,2985,51861,2006,,"Anslagsposten avser bidrag till EISCAT Scientific Association för av stiftelsen erlagd tull och mervärdesskatt. Om ett beslut eller ett avtal med EISCAT om utbetalningstidpunkt föreligger, skall medlen utbetalas tidigast då avgiften förfaller till betalning enligt beslut eller avtal. Om ett sådant beslut eller avtal inte föreligger, utbetalas medlen med högst en tolftedel före utgången av varje månad.",Utbildnings- och kulturdepartementet,Anslag 26:11,16,Utbildning och universitetsforskning,16 26 11,2006,Särskilda utgifter för forskningsändamål,9,Bidrag till EISCAT,,,26:11 ap.9,Länsstyrelsen i Norrbottens län,700000,Anslagsposten avser bidrag till EISCAT Scientific Association för av stiftelsen erlagd tull och mervärdesskatt.,0,,,
723,72141,2985,51861,2006,,"Anslagsposten avser bidrag till EISCAT Scientific Association för av stiftelsen erlagd tull och mervärdesskatt. Om ett beslut eller ett avtal med EISCAT om utbetalningstidpunkt föreligger, skall medlen utbetalas tidigast då avgiften förfaller till betalning enligt beslut eller avtal. Om ett sådant beslut eller avtal inte föreligger, utbetalas medlen med högst en tolftedel före utgången av varje månad.",Utbildnings- och kulturdepartementet,Anslag 26:11,16,Utbildning och universitetsforskning,16 26 11,2006,Särskilda utgifter för forskningsändamål,9,Bidrag till EISCAT,,,26:11 ap.9,Länsstyrelsen i Norrbottens län,700000,"Om ett beslut eller ett avtal med EISCAT om utbetalningstidpunkt föreligger, skall medlen utbetalas tidigast då avgiften förfaller till betalning enligt beslut eller avtal.",1,,,
724,72142,2985,51861,2006,,"Anslagsposten avser bidrag till EISCAT Scientific Association för av stiftelsen erlagd tull och mervärdesskatt. Om ett beslut eller ett avtal med EISCAT om utbetalningstidpunkt föreligger, skall medlen utbetalas tidigast då avgiften förfaller till betalning enligt beslut eller avtal. Om ett sådant beslut eller avtal inte föreligger, utbetalas medlen med högst en tolftedel före utgången av varje månad.",Utbildnings- och kulturdepartementet,Anslag 26:11,16,Utbildning och universitetsforskning,16 26 11,2006,Särskilda utgifter för forskningsändamål,9,Bidrag till EISCAT,,,26:11 ap.9,Länsstyrelsen i Norrbottens län,700000,"Om ett sådant beslut eller avtal inte föreligger, utbetalas medlen med högst en tolftedel före utgången av varje månad.",1,,,
725,60434,2484,41481,2009,,Myndigheter kan erhålla medel under anslagsposten för att finansiera viss verksamhet. Medel utbetalas av Socialstyrelsen efter särskild rekvisition till följande myndigheter och för nedanstående verksamhet:,Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 01 006,2009,Bidrag till hälso- och sjukvård,12,Ersättning till smittbärare,1.0,Ersättning till smittbärare,1:6 ap.12.1,Socialstyrelsen,8752000,Myndigheter kan erhålla medel under anslagsposten för att finansiera viss verksamhet.,1,,,
726,71697,1910,51538,2006,,"- att stärka myndighetens arbete med att utforma den nationella beredskapsplaneringen inom smittskyddsområdet, både i en generisk riktning och för specifika hot,",Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 14 07,2006,Folkhälsopolitiska åtgärder,10,Samordning av beredskap för utbrott av allvarliga smittsamma sjukdomar,,,14:7 ap.10,Socialstyrelsen,4500000,"- att stärka myndighetens arbete med att utforma den nationella beredskapsplaneringen inom smittskyddsområdet, både i en generisk riktning och för specifika hot,",2,,,
727,58740,2384,40161,2010,,8. Medel för stöd till samfinansierad forskning inom trädgårdsområdet ska betalas ut till forskningsorgan i enlighet med avtal mellan forskningsrådet och företrädare för näringen.,Jordbruksdepartementet,Anslag 1:30 och 1:31,23,"Areella näringar, landsbygd och livsmedel",23 01 030,2010,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning och samfinansierad forskning",1,Forskningsstöd,,,1:30 ap.1,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",399130000,Medel för stöd till samfinansierad forskning inom trädgårdsområdet ska betalas ut till forskningsorgan i enlighet med avtal mellan forskningsrådet och företrädare för näringen.,0,,,
728,70390,2937,50177,2007,,"Anslaget disponeras av Skogsstyrelsen för täckande av främst kostnader för tillsyn, rådgivning, utbildning och information, inventering, uppföljning och utvärdering samt övriga myndighetsuppgifter i annan verksamhet än uppdragsverksamheten.",Jordbruksdepartementet,Myndighet Skogsstyrelsen,23,"Jord- och skogsbruk, fiske med anslutande näringar",23 41 01,2007,Skogsstyrelsen,1,Skogsstyrelsen,,,41:1 ap.1,Skogsstyrelsen,326014000,"Anslaget disponeras av Skogsstyrelsen för täckande av främst kostnader för tillsyn, rådgivning, utbildning och information, inventering, uppföljning och utvärdering samt övriga myndighetsuppgifter i annan verksamhet än uppdragsverksamheten.",0,,,
729,32013,1209,21659,2016,,Anslagsposten avser sådan ersättning som anges i 21 § förordningen (1990:927) om statlig ersättning för flyktingmottagande m.m. och 28-31 §§ förordningen (2010:1122) om statlig ersättning för insatser för vissa utlänningar.,Arbetsmarknadsdepartementet,Anslag 13 01 002 och 13 01 004,13,Jämställdhet och nyanlända invandrares etablering,13 01 002,2016,Kommunersättningar vid flyktingmottagande,13,Ersättning för ensamkommande barn ,,,1:2 ap.13,Migrationsverket,5300000000,Anslagsposten avser sådan ersättning som anges i 21 § förordningen (1990:927) om statlig ersättning för flyktingmottagande m.m. och 28-31 §§ förordningen (2010:1122) om statlig ersättning för insatser för vissa utlänningar.,0,,,
730,35528,1364,24130,2015,,"Svenska institutet får finansiera metodutveckling, utbildningsinsatser, stöd för framtagande av affärsprojekt, rekrytering av deltagare, resultat och erfarenhetsredovisningar, revisioner och liknande inom delposten.",Utrikesdepartementet,Myndighet Svenska institutet,7,Internationellt bistånd,07 01 001,2015,Biståndsverksamhet,11,Utbyte och samarbete med ODA-länder,3.0,Ledarskapsprogram och utbytesprogram för unga ledare,1:1 ap.11.3,Svenska institutet,28000000,"Svenska institutet får finansiera metodutveckling, utbildningsinsatser, stöd för framtagande av affärsprojekt, rekrytering av deltagare, resultat och erfarenhetsredovisningar, revisioner och liknande inom delposten.",0,,,
731,54939,2035,37251,2011,,2. Sametinget får besluta om närmare villkor för användningen av medlen.,Landsbygdsdepartementet,Myndighet Sametinget,23,"Areella näringar, landsbygd och livsmedel",23 01 028,2011,Främjande av rennäringen m.m.,2,Främjande av rennäringen,,,1:28 ap.2,Sametinget,114705000,Sametinget får besluta om närmare villkor för användningen av medlen.,1,,,
732,31818,1221,21579,2016,,Anslaget får användas för utgifter för barnpension och efterlevandestöd enligt socialförsäkringsbalken och lagen (2010:111) om införande av socialförsäkringsbalken.,Socialdepartementet,Myndighet Pensionsmyndigheten,12,Ekonomisk trygghet för familjer och barn,12 01 005,2016,Barnpension och efterlevandestöd ,1,Barnpension och efterlevandestöd ,,,1:5 ap.1,Pensionsmyndigheten,1013800000,Anslaget får användas för utgifter för barnpension och efterlevandestöd enligt socialförsäkringsbalken och lagen (2010:111) om införande av socialförsäkringsbalken.,0,,,
733,20691,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,"Vinnova ska använda m 600 miljoner kronor för strategiska innovationsområden, .",0,,,
734,20692,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,"Vinnova ska använda m 105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete, .",0,,,
735,20693,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,"Vinnova ska använda m 150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän, .",0,,,
